date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:11:52	23297/23297	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Sep%202023%2012:41:36%20GMT	https://weconsult.webflow.io/case-studies/helping-slack-to-add-new-features-that-will-attract-millenials	C:/Users/gurub/OneDrive/Desktop/random/weconsult.webflow.io/case-studies/helping-slack-to-add-new-features-that-will-attract-millenials.html	(from https://weconsult.webflow.io/case-studies)
18:11:53	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2030%20Sep%202023%2012:41:36%20GMT	https://weconsult.webflow.io/case-studies/identifying-cost-saving-opportunities-for-jp-morgan	C:/Users/gurub/OneDrive/Desktop/random/weconsult.webflow.io/case-studies/identifying-cost-saving-opportunities-for-jp-morgan	(from https://weconsult.webflow.io/case-studies)
18:11:53	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2030%20Sep%202023%2012:41:37%20GMT	https://weconsult.webflow.io/blog/designing-for-accessibility	C:/Users/gurub/OneDrive/Desktop/random/weconsult.webflow.io/blog/designing-for-accessibility	(from https://weconsult.webflow.io/blog)
18:11:54	217370/217370	---M--	200	added ('OK')	image/jpeg	etag:%22141bcefe314944a715e7c155c72fd69f%22	https://assets.website-files.com/64ca231d75fa52f0b6aeb5a4/64ca2341d6bd92e03c6fb6a0_64bb455afd2a4cab9f69572d_646342b4e7aab6e3325d8e51_boxed-water-is-better-5vOXf1Frn18-unsplash.jpeg	C:/Users/gurub/OneDrive/Desktop/random/assets.website-files.com/64ca231d75fa52f0b6aeb5a4/64ca2341d6bd92e03c6fb6a0_64bb455afd2a4cab9f69572d_646342b4e7aab6e3325d8e51_boxed-water-is-better-5vOXf1Frn18-unsplash.jpg	(from https://weconsult.webflow.io/blog)
18:11:55	148985/148985	---M--	200	added ('OK')	image/jpeg	etag:%226dda5410b84ec7e7a6bf2cb77fefc56e%22	https://assets.website-files.com/64ca231d75fa52f0b6aeb5a4/64ca2341fa42377c28936736_64bb455ae5a03b7a7eb573e4_646342b4e7aab6e3325d8d96_Blog%2525203-min.jpeg	C:/Users/gurub/OneDrive/Desktop/random/assets.website-files.com/64ca231d75fa52f0b6aeb5a4/64ca2341fa42377c28936736_64bb455ae5a03b7a7eb573e4_646342b4e7aab6e3325d8d96_Blog%25203-min.jpg	(from https://weconsult.webflow.io/blog)
18:11:55	20350/20350	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Sep%202023%2012:41:38%20GMT	https://weconsult.webflow.io/careers/product-manager	C:/Users/gurub/OneDrive/Desktop/random/weconsult.webflow.io/careers/product-manager.html	(from https://weconsult.webflow.io/careers)
18:11:55	20352/20352	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Sep%202023%2012:41:38%20GMT	https://weconsult.webflow.io/careers/graphic-designer	C:/Users/gurub/OneDrive/Desktop/random/weconsult.webflow.io/careers/graphic-designer.html	(from https://weconsult.webflow.io/careers)
18:11:55	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2030%20Sep%202023%2012:41:39%20GMT	https://weconsult.webflow.io/careers/ux-ui-designer	C:/Users/gurub/OneDrive/Desktop/random/weconsult.webflow.io/careers/ux-ui-designer	(from https://weconsult.webflow.io/careers)
18:11:56	20358/20358	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Sep%202023%2012:41:39%20GMT	https://weconsult.webflow.io/careers/front-end-developer	C:/Users/gurub/OneDrive/Desktop/random/weconsult.webflow.io/careers/front-end-developer.html	(from https://weconsult.webflow.io/careers)
18:11:56	20375/20375	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Sep%202023%2012:41:39%20GMT	https://weconsult.webflow.io/careers/ai-developer	C:/Users/gurub/OneDrive/Desktop/random/weconsult.webflow.io/careers/ai-developer.html	(from https://weconsult.webflow.io/careers)
18:11:57	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2030%20Sep%202023%2012:41:40%20GMT	https://weconsult.webflow.io/pricing	C:/Users/gurub/OneDrive/Desktop/random/weconsult.webflow.io/pricing.html	(from https://weconsult.webflow.io/)
18:11:57	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2030%20Sep%202023%2012:41:40%20GMT	https://weconsult.webflow.io/template/licenses	C:/Users/gurub/OneDrive/Desktop/random/weconsult.webflow.io/template/licenses.html	(from https://weconsult.webflow.io/)
18:11:57	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2030%20Sep%202023%2012:41:40%20GMT	https://weconsult.webflow.io/legal	C:/Users/gurub/OneDrive/Desktop/random/weconsult.webflow.io/legal.html	(from https://weconsult.webflow.io/)
18:11:57	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2030%20Sep%202023%2012:41:40%20GMT	https://weconsult.webflow.io/template/start-here	C:/Users/gurub/OneDrive/Desktop/random/weconsult.webflow.io/template/start-here.html	(from https://weconsult.webflow.io/)
18:11:57	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2030%20Sep%202023%2012:41:40%20GMT	https://weconsult.webflow.io/blog/color-in-your-brand-identity	C:/Users/gurub/OneDrive/Desktop/random/weconsult.webflow.io/blog/color-in-your-brand-identity.html	(from https://weconsult.webflow.io/)
18:11:57	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2030%20Sep%202023%2012:41:41%20GMT	https://weconsult.webflow.io/careers/project-manager	C:/Users/gurub/OneDrive/Desktop/random/weconsult.webflow.io/careers/project-manager.html	(from https://weconsult.webflow.io/)
18:11:58	55826/55826	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Sep%202023%2012:41:41%20GMT	https://weconsult.webflow.io/checkout	C:/Users/gurub/OneDrive/Desktop/random/weconsult.webflow.io/checkout.html	(from https://weconsult.webflow.io/product/ux-design-consulting)
18:12:01	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2030%20Sep%202023%2012:41:41%20GMT	https://weconsult.webflow.io/404	C:/Users/gurub/OneDrive/Desktop/random/weconsult.webflow.io/404.html	(from https://weconsult.webflow.io/)
18:12:01	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2030%20Sep%202023%2012:41:41%20GMT	https://weconsult.webflow.io/401	C:/Users/gurub/OneDrive/Desktop/random/weconsult.webflow.io/401.html	(from https://weconsult.webflow.io/)
18:12:01	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2030%20Sep%202023%2012:41:41%20GMT	https://weconsult.webflow.io/search	C:/Users/gurub/OneDrive/Desktop/random/weconsult.webflow.io/search.html	(from https://weconsult.webflow.io/)
18:12:02	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2030%20Sep%202023%2012:41:45%20GMT	https://weconsult.webflow.io/homepage/%22https://assets.website-files.com/64bb42abdc15a767d7d13b49/64bdbb637424858fa6698b2f_63dd48976d641128f28d9857_FabricReel-transcode-poster-00001.jpg%22	C:/Users/gurub/OneDrive/Desktop/random/weconsult.webflow.io/homepage/_https_/assets.website-files.com/64bb42abdc15a767d7d13b49/64bdbb637424858fa6698b2f_63dd48976d641128f28d9857_FabricReel-transcode-poster-00001.html	(from https://weconsult.webflow.io/homepage/home-b)
18:12:02	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2030%20Sep%202023%2012:41:45%20GMT	https://weconsult.webflow.io/blog/cohesive-brand-identity	C:/Users/gurub/OneDrive/Desktop/random/weconsult.webflow.io/blog/cohesive-brand-identity.html	(from https://weconsult.webflow.io/homepage/home-b)
18:12:02	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2030%20Sep%202023%2012:41:45%20GMT	https://weconsult.webflow.io/blog/typography-in-your-designs	C:/Users/gurub/OneDrive/Desktop/random/weconsult.webflow.io/blog/typography-in-your-designs.html	(from https://weconsult.webflow.io/homepage/home-b)
18:12:02	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2030%20Sep%202023%2012:41:45%20GMT	https://weconsult.webflow.io/case-studies/helping-the-morning-show-to-come-up-with-branding	C:/Users/gurub/OneDrive/Desktop/random/weconsult.webflow.io/case-studies/helping-the-morning-show-to-come-up-with-branding.html	(from https://weconsult.webflow.io/homepage/home-a)
18:12:03	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2030%20Sep%202023%2012:41:46%20GMT	https://weconsult.webflow.io/case-studies/identifying-cost-saving-opportunities-for-jp-morgan	C:/Users/gurub/OneDrive/Desktop/random/weconsult.webflow.io/case-studies/identifying-cost-saving-opportunities-for-jp-morgan.html	(from https://weconsult.webflow.io/case-studies)
18:12:03	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2030%20Sep%202023%2012:41:46%20GMT	https://weconsult.webflow.io/blog/designing-for-accessibility	C:/Users/gurub/OneDrive/Desktop/random/weconsult.webflow.io/blog/designing-for-accessibility.html	(from https://weconsult.webflow.io/blog)
18:12:03	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2030%20Sep%202023%2012:41:46%20GMT	https://weconsult.webflow.io/about/%22https://assets.website-files.com/64bb42abdc15a767d7d13b49/64bdbb637424858fa6698b2f_63dd48976d641128f28d9857_FabricReel-transcode-poster-00001.jpg%22	C:/Users/gurub/OneDrive/Desktop/random/weconsult.webflow.io/about/_https_/assets.website-files.com/64bb42abdc15a767d7d13b49/64bdbb637424858fa6698b2f_63dd48976d641128f28d9857_FabricReel-transcode-poster-00001.html	(from https://weconsult.webflow.io/about/about-b)
18:12:03	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2030%20Sep%202023%2012:41:46%20GMT	https://weconsult.webflow.io/careers/ux-ui-designer	C:/Users/gurub/OneDrive/Desktop/random/weconsult.webflow.io/careers/ux-ui-designer.html	(from https://weconsult.webflow.io/careers)
18:12:03	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2030%20Sep%202023%2012:41:47%20GMT	https://weconsult.webflow.io/careers/www.linkedin.com	C:/Users/gurub/OneDrive/Desktop/random/weconsult.webflow.io/careers/www.linkedin.com	(from https://weconsult.webflow.io/careers/ai-developer)
18:12:04	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2030%20Sep%202023%2012:41:47%20GMT	https://weconsult.webflow.io/legal	C:/Users/gurub/OneDrive/Desktop/random/weconsult.webflow.io/legal.html	(from https://weconsult.webflow.io/)
18:12:04	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2030%20Sep%202023%2012:41:47%20GMT	https://weconsult.webflow.io/pricing	C:/Users/gurub/OneDrive/Desktop/random/weconsult.webflow.io/pricing.html	(from https://weconsult.webflow.io/)
18:12:04	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2030%20Sep%202023%2012:41:47%20GMT	https://weconsult.webflow.io/template/licenses	C:/Users/gurub/OneDrive/Desktop/random/weconsult.webflow.io/template/licenses.html	(from https://weconsult.webflow.io/)
18:12:04	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2030%20Sep%202023%2012:41:47%20GMT	https://weconsult.webflow.io/template/start-here	C:/Users/gurub/OneDrive/Desktop/random/weconsult.webflow.io/template/start-here.html	(from https://weconsult.webflow.io/)
18:12:05	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sat,%2030%20Sep%202023%2012:41:48%20GMT	https://weconsult.webflow.io/blog/color-in-your-brand-identity	C:/Users/gurub/OneDrive/Desktop/random/weconsult.webflow.io/blog/color-in-your-brand-identity.html	(from https://weconsult.webflow.io/)
